"placa;fecha;hora;ingreso;;;;;;;;"
"INZ 510;07/03/2017;17:00:01;S;;;;;;;;"
"XFT 571;07/03/2017;17:00:45;S;;;;;;;;"
"FXC 380;07/03/2017;17:02:59;E;;;;;;;;"
"XRM 991;07/03/2017;17:06:06;S;;;;;;;;"
"CIQ 694;07/03/2017;17:12:00;S;;;;;;;;"
"PTZ 038;07/03/2017;17:19:14;S;;;;;;;;"
"XYR 578;07/03/2017;17:20:14;S;;;;;;;;"
"DTO 279;07/03/2017;17:21:47;E;;;;;;;;"
"TXV 782;07/03/2017;17:36:16;S;;;;;;;;"
"FOX 859;07/03/2017;17:37:28;E;;;;;;;;"
"FMX 189;07/03/2017;17:37:50;S;;;;;;;;"
"SQM 287;07/03/2017;17:38:57;S;;;;;;;;"
"SZI 254;07/03/2017;17:41:52;E;;;;;;;;"
"XSM 354;07/03/2017;17:48:20;S;;;;;;;;"
"GSX 351;07/03/2017;17:55:01;S;;;;;;;;"
"PML 186;07/03/2017;18:06:16;E;;;;;;;;"
"UMM 301;07/03/2017;18:06:28;S;;;;;;;;"
"AUP 888;07/03/2017;18:08:15;E;;;;;;;;"
"IMX 305;07/03/2017;18:10:53;E;;;;;;;;"
"IJH 601;07/03/2017;18:19:31;S;;;;;;;;"
"JLY 830;07/03/2017;18:27:03;E;;;;;;;;"
"CAB 319;07/03/2017;18:35:45;E;;;;;;;;"
"IPM 718;07/03/2017;18:36:23;E;;;;;;;;"
"GKO 809;07/03/2017;18:37:33;S;;;;;;;;"
"WSG 589;07/03/2017;18:38:07;S;;;;;;;;"
"RHM 529;07/03/2017;18:38:22;S;;;;;;;;"
"KIZ 561;07/03/2017;18:38:55;S;;;;;;;;"
"QQO 656;07/03/2017;18:46:30;S;;;;;;;;"
"FOZ 285;07/03/2017;18:51:30;E;;;;;;;;"
"SQX 169;07/03/2017;18:53:53;S;;;;;;;;"
"IAT 728;07/03/2017;19:03:31;S;;;;;;;;"
"YTW 247;07/03/2017;19:07:39;E;;;;;;;;"
"KNQ 523;07/03/2017;19:11:27;S;;;;;;;;"
"WWV 413;07/03/2017;19:16:05;E;;;;;;;;"
"VSK 574;07/03/2017;19:21:21;S;;;;;;;;"
"SZI 254;07/03/2017;19:33:12;E;;;;;;;;"
"GKN 574;07/03/2017;19:39:10;S;;;;;;;;"
"NOS 498;07/03/2017;19:43:53;S;;;;;;;;"
"JLY 830;07/03/2017;19:44:20;S;;;;;;;;"
"EUU 938;07/03/2017;19:53:17;S;;;;;;;;"
"IXN 833;07/03/2017;19:53:23;S;;;;;;;;"
"TLW 192;07/03/2017;19:56:58;E;;;;;;;;"
"FOE 644;07/03/2017;19:58:36;E;;;;;;;;"
"GSG 254;07/03/2017;19:59:32;S;;;;;;;;"
"GES 145;07/03/2017;20:03:31;S;;;;;;;;"
"VBK 680;07/03/2017;20:16:12;S;;;;;;;;"
"EYD 558;07/03/2017;20:16:28;E;;;;;;;;"
"NPK 999;07/03/2017;20:31:50;S;;;;;;;;"
"QJY 907;07/03/2017;20:38:27;E;;;;;;;;"
"ZYX 032;07/03/2017;20:39:25;E;;;;;;;;"
"GAQ 872;07/03/2017;20:42:19;E;;;;;;;;"
"PZE 998;07/03/2017;20:53:44;S;;;;;;;;"
"TPK 699;07/03/2017;20:53:45;E;;;;;;;;"
"GNI 851;07/03/2017;20:55:08;E;;;;;;;;"
"XTF 239;07/03/2017;21:00:10;E;;;;;;;;"
"GGL 352;07/03/2017;21:04:43;S;;;;;;;;"
"EBO 588;07/03/2017;21:14:43;S;;;;;;;;"
"LSI 707;07/03/2017;21:20:15;E;;;;;;;;"
"VWE 470;07/03/2017;21:21:01;E;;;;;;;;"
"QQO 656;07/03/2017;21:22:00;S;;;;;;;;"
"GFS 572;07/03/2017;21:26:26;E;;;;;;;;"
"RYN 018;07/03/2017;21:37:11;E;;;;;;;;"
"FEV 100;07/03/2017;21:38:26;S;;;;;;;;"
"SSA 630;07/03/2017;21:50:52;S;;;;;;;;"
"IHB 077;07/03/2017;21:51:25;S;;;;;;;;"
"JLK 895;07/03/2017;21:54:51;E;;;;;;;;"
"XJX 090;07/03/2017;22:01:54;E;;;;;;;;"
"FQC 060;07/03/2017;22:11:55;S;;;;;;;;"
"BAO 702;07/03/2017;22:14:13;S;;;;;;;;"
"OCD 071;07/03/2017;22:16:20;E;;;;;;;;"
"GMG 355;07/03/2017;22:25:09;E;;;;;;;;"
"XJX 090;07/03/2017;22:29:15;S;;;;;;;;"
"DTO 279;07/03/2017;22:33:50;S;;;;;;;;"
"LWS 496;07/03/2017;22:34:26;S;;;;;;;;"
"LTK 016;07/03/2017;22:35:39;S;;;;;;;;"
"EIW 298;07/03/2017;22:37:48;E;;;;;;;;"
"WZA 143;07/03/2017;22:40:47;E;;;;;;;;"
"PLD 564;07/03/2017;22:43:44;S;;;;;;;;"
"PXX 722;07/03/2017;22:45:18;S;;;;;;;;"
"IZS 220;07/03/2017;22:46:14;S;;;;;;;;"
"OCD 071;07/03/2017;22:49:08;S;;;;;;;;"
"FQC 060;07/03/2017;22:49:25;S;;;;;;;;"
"RAW 134;07/03/2017;22:50:48;E;;;;;;;;"
"GFS 572;07/03/2017;22:54:14;S;;;;;;;;"
"TWN 005;07/03/2017;22:57:48;E;;;;;;;;"
"TUY 450;07/03/2017;23:09:30;S;;;;;;;;"
"KQX 110;07/03/2017;23:12:35;E;;;;;;;;"
"EYD 558;07/03/2017;23:16:03;S;;;;;;;;"
"FOE 644;07/03/2017;23:16:32;S;;;;;;;;"
"JXO 935;07/03/2017;23:16:51;S;;;;;;;;"
"FFS 152;07/03/2017;23:18:29;S;;;;;;;;"
"OPV 810;07/03/2017;23:19:11;E;;;;;;;;"
"GSG 254;07/03/2017;23:21:32;E;;;;;;;;"
"NYG 768;07/03/2017;23:22:52;E;;;;;;;;"
"VEI 590;07/03/2017;23:27:11;S;;;;;;;;"
"RYN 018;07/03/2017;23:38:36;E;;;;;;;;"
"NXX 620;07/03/2017;23:41:04;E;;;;;;;;"
"DTO 279;07/03/2017;23:49:43;E;;;;;;;;"
"CLX 359;07/03/2017;23:51:41;S;;;;;;;;"
"QEO 437;07/03/2017;23:54:23;S;;;;;;;;"
"IJA 800;08/03/2017;00:00:05;E;;;;;;;;"
"REC 741;08/03/2017;00:00:16;S;;;;;;;;"
"WBV 417;08/03/2017;00:00:43;E;;;;;;;;"
"ASY 616;08/03/2017;00:01:06;E;;;;;;;;"
"EHK 462;08/03/2017;00:01:46;S;;;;;;;;"
"YCF 782;08/03/2017;00:03:19;E;;;;;;;;"
"PXQ 267;08/03/2017;00:03:50;E;;;;;;;;"
"BSV 761;08/03/2017;00:11:22;E;;;;;;;;"
"WBV 417;08/03/2017;00:13:02;S;;;;;;;;"
"TRY 680;08/03/2017;00:13:30;E;;;;;;;;"
"IAU 322;08/03/2017;00:17:20;E;;;;;;;;"
"WTY 194;08/03/2017;00:18:24;S;;;;;;;;"
"KHB 040;08/03/2017;00:18:39;S;;;;;;;;"
"UIF 284;08/03/2017;00:19:05;E;;;;;;;;"
"VRV 762;08/03/2017;00:25:23;E;;;;;;;;"
"YRV 087;08/03/2017;00:38:48;E;;;;;;;;"
"LTK 016;08/03/2017;00:43:04;S;;;;;;;;"
"RLN 781;08/03/2017;00:44:51;S;;;;;;;;"
"BON 514;08/03/2017;00:49:42;S;;;;;;;;"
"RAW 134;08/03/2017;01:04:14;S;;;;;;;;"
"HZU 428;08/03/2017;01:10:34;S;;;;;;;;"
"NMV 908;08/03/2017;01:10:40;E;;;;;;;;"
"PXQ 267;08/03/2017;01:15:36;S;;;;;;;;"
"BVY 652;08/03/2017;01:16:55;S;;;;;;;;"
"RYN 018;08/03/2017;01:17:37;S;;;;;;;;"
"OGF 014;08/03/2017;01:22:01;E;;;;;;;;"
"HQY 871;08/03/2017;01:25:28;S;;;;;;;;"
"OIJ 497;08/03/2017;01:33:00;S;;;;;;;;"
"LBD 449;08/03/2017;01:36:11;E;;;;;;;;"
"NKA 586;08/03/2017;01:38:04;S;;;;;;;;"
"VUC 955;08/03/2017;01:43:55;E;;;;;;;;"
"OET 911;08/03/2017;01:44:25;S;;;;;;;;"
"OLN 338;08/03/2017;02:05:35;E;;;;;;;;"
"PTU 150;08/03/2017;02:09:22;S;;;;;;;;"
"HQY 871;08/03/2017;02:31:41;E;;;;;;;;"
"YNT 417;08/03/2017;02:45:58;E;;;;;;;;"
"JRB 174;08/03/2017;02:51:23;S;;;;;;;;"
"CBB 421;08/03/2017;02:55:39;E;;;;;;;;"
"EYD 558;08/03/2017;02:56:45;S;;;;;;;;"
"QVH 155;08/03/2017;03:03:40;E;;;;;;;;"
"OTO 440;08/03/2017;03:09:04;E;;;;;;;;"
"FXC 380;08/03/2017;03:19:14;S;;;;;;;;"
"SGF 748;08/03/2017;03:20:02;E;;;;;;;;"
"ZWL 769;08/03/2017;03:21:26;E;;;;;;;;"
"VUC 955;08/03/2017;03:26:29;S;;;;;;;;"
"EHF 517;08/03/2017;03:27:41;E;;;;;;;;"
"QJY 907;08/03/2017;03:30:20;S;;;;;;;;"
"XVD 384;08/03/2017;03:31:22;S;;;;;;;;"
"IGM 969;08/03/2017;03:31:32;E;;;;;;;;"
"BLO 938;08/03/2017;03:35:08;E;;;;;;;;"
"JGM 363;08/03/2017;03:40:14;S;;;;;;;;"
"GFS 572;08/03/2017;03:42:17;E;;;;;;;;"
"NLM 248;08/03/2017;03:59:00;S;;;;;;;;"
"PXX 722;08/03/2017;04:02:03;S;;;;;;;;"
"NDN 515;08/03/2017;04:07:27;E;;;;;;;;"
"WSU 905;08/03/2017;04:11:29;E;;;;;;;;"
"TLW 192;08/03/2017;04:16:42;S;;;;;;;;"
"ITG 506;08/03/2017;04:31:14;S;;;;;;;;"
"GTV 328;08/03/2017;04:37:20;S;;;;;;;;"
"QRH 325;08/03/2017;04:38:08;S;;;;;;;;"
"EPV 185;08/03/2017;04:43:18;E;;;;;;;;"
"QMK 226;08/03/2017;04:50:53;S;;;;;;;;"
"OTX 623;08/03/2017;04:53:19;E;;;;;;;;"
"WWV 413;08/03/2017;04:56:34;S;;;;;;;;"
"EFP 040;08/03/2017;04:58:40;S;;;;;;;;"
"NYG 768;08/03/2017;05:00:35;E;;;;;;;;"
"NXX 620;08/03/2017;05:02:28;E;;;;;;;;"
"CLM 339;08/03/2017;05:02:44;S;;;;;;;;"
"UEQ 112;08/03/2017;05:03:56;S;;;;;;;;"
"LSI 707;08/03/2017;05:06:37;S;;;;;;;;"
"RXT 080;08/03/2017;05:11:48;E;;;;;;;;"
"GBK 494;08/03/2017;05:14:39;S;;;;;;;;"
"AXS 970;08/03/2017;05:20:47;E;;;;;;;;"
"HXB 230;08/03/2017;05:20:49;E;;;;;;;;"
"WSG 589;08/03/2017;05:25:14;E;;;;;;;;"
"CAB 319;08/03/2017;05:25:43;S;;;;;;;;"
"SZI 254;08/03/2017;05:27:15;S;;;;;;;;"
"EHF 517;08/03/2017;05:36:03;S;;;;;;;;"
"LDR 081;08/03/2017;05:48:02;E;;;;;;;;"
"ERX 655;08/03/2017;05:50:40;S;;;;;;;;"
"EIW 298;08/03/2017;06:07:09;S;;;;;;;;"
"SVN 151;08/03/2017;06:16:54;E;;;;;;;;"
"SEW 411;08/03/2017;06:20:25;S;;;;;;;;"
"JGM 861;08/03/2017;06:24:42;E;;;;;;;;"
"FOZ 285;08/03/2017;06:27:27;S;;;;;;;;"
"RGY 029;08/03/2017;06:30:45;E;;;;;;;;"
"ZXT 796;08/03/2017;06:36:34;E;;;;;;;;"
"YAB 763;08/03/2017;06:43:01;S;;;;;;;;"
"CDQ 206;08/03/2017;06:46:14;E;;;;;;;;"
"TRT 351;08/03/2017;06:58:46;E;;;;;;;;"
"KLQ 283;08/03/2017;07:03:41;E;;;;;;;;"
"DTO 279;08/03/2017;07:06:50;S;;;;;;;;"
"ZNQ 988;08/03/2017;07:13:47;S;;;;;;;;"
"PEO 382;08/03/2017;07:16:29;E;;;;;;;;"
"SSI 107;08/03/2017;07:32:27;S;;;;;;;;"
"EOO 349;08/03/2017;07:37:56;S;;;;;;;;"
"GMG 355;08/03/2017;07:38:45;S;;;;;;;;"
"MBD 626;08/03/2017;07:41:21;E;;;;;;;;"
"GKN 574;08/03/2017;07:46:04;S;;;;;;;;"
"NZS 572;08/03/2017;07:49:34;E;;;;;;;;"
"GJQ 137;08/03/2017;08:03:02;E;;;;;;;;"
"OLN 338;08/03/2017;08:05:23;S;;;;;;;;"
"SNP 744;08/03/2017;08:08:12;E;;;;;;;;"
"JLK 895;08/03/2017;08:09:22;S;;;;;;;;"
"TPC 842;08/03/2017;08:12:28;S;;;;;;;;"
"VBK 680;08/03/2017;08:16:24;E;;;;;;;;"
"XEM 664;08/03/2017;08:18:00;E;;;;;;;;"
"XTF 239;08/03/2017;08:25:11;S;;;;;;;;"
"EWX 489;08/03/2017;08:30:07;S;;;;;;;;"
"QVQ 734;08/03/2017;08:34:04;S;;;;;;;;"
"BGM 086;08/03/2017;08:35:18;E;;;;;;;;"
"EWX 489;08/03/2017;08:37:29;E;;;;;;;;"
"WUL 756;08/03/2017;08:47:49;S;;;;;;;;"
"NPS 183;08/03/2017;08:58:41;E;;;;;;;;"
"KLQ 283;08/03/2017;09:02:18;S;;;;;;;;"
"NZS 572;08/03/2017;09:03:52;S;;;;;;;;"
"YRV 087;08/03/2017;09:16:40;S;;;;;;;;"
"XUC 884;08/03/2017;09:22:40;E;;;;;;;;"
"KCZ 961;08/03/2017;09:28:05;E;;;;;;;;"
"GWX 913;08/03/2017;09:38:50;E;;;;;;;;"
"KDC 575;08/03/2017;09:45:22;E;;;;;;;;"
"EPV 185;08/03/2017;09:52:22;S;;;;;;;;"
"IZP 943;08/03/2017;09:55:34;E;;;;;;;;"
"VRV 762;08/03/2017;10:16:23;S;;;;;;;;"
"DIH 817;08/03/2017;10:17:19;S;;;;;;;;"
"IJA 800;08/03/2017;10:20:14;E;;;;;;;;"
"EGS 982;08/03/2017;10:24:28;S;;;;;;;;"
"KHK 216;08/03/2017;10:28:30;E;;;;;;;;"
"DRY 452;08/03/2017;10:28:36;E;;;;;;;;"
"RRK 808;08/03/2017;10:38:25;S;;;;;;;;"
"GAQ 872;08/03/2017;10:51:13;S;;;;;;;;"
"MBD 626;08/03/2017;10:55:47;S;;;;;;;;"
"IEJ 042;08/03/2017;10:58:48;S;;;;;;;;"
"FOZ 285;08/03/2017;11:18:14;S;;;;;;;;"
"JXL 440;08/03/2017;11:26:18;S;;;;;;;;"
"OTO 440;08/03/2017;11:27:41;S;;;;;;;;"
"WZA 143;08/03/2017;11:46:09;S;;;;;;;;"
"FTM 210;08/03/2017;11:47:30;S;;;;;;;;"
"UEQ 112;08/03/2017;11:48:34;S;;;;;;;;"
"YJQ 682;08/03/2017;11:51:27;E;;;;;;;;"
"GDZ 379;08/03/2017;11:56:34;E;;;;;;;;"
"UQT 205;08/03/2017;12:08:42;E;;;;;;;;"
"CBB 421;08/03/2017;12:10:22;S;;;;;;;;"
"PUL 406;08/03/2017;12:11:08;S;;;;;;;;"
"HFL 516;08/03/2017;12:12:22;E;;;;;;;;"
"NWX 770;08/03/2017;12:18:14;S;;;;;;;;"
"GSG 254;08/03/2017;12:23:07;E;;;;;;;;"
"NXN 472;08/03/2017;12:26:08;S;;;;;;;;"
"NXX 620;08/03/2017;12:28:05;E;;;;;;;;"
"LSJ 021;08/03/2017;12:31:21;E;;;;;;;;"
"UQT 205;08/03/2017;12:40:53;S;;;;;;;;"
"HFL 516;08/03/2017;12:48:59;S;;;;;;;;"
"GXX 113;08/03/2017;12:51:17;E;;;;;;;;"
"YCK 843;08/03/2017;12:51:51;S;;;;;;;;"
"GJQ 137;08/03/2017;12:52:13;S;;;;;;;;"
"MRC 189;08/03/2017;12:55:22;E;;;;;;;;"
"PSL 118;08/03/2017;13:11:02;S;;;;;;;;"
"GKO 809;08/03/2017;13:11:19;S;;;;;;;;"
"KZM 168;08/03/2017;13:11:59;S;;;;;;;;"
"ZIY 556;08/03/2017;13:13:27;E;;;;;;;;"
"GTO 577;08/03/2017;13:18:13;E;;;;;;;;"
"YCF 782;08/03/2017;13:19:27;S;;;;;;;;"
"YXJ 408;08/03/2017;13:29:17;S;;;;;;;;"
"EFP 040;08/03/2017;13:30:10;E;;;;;;;;"
"UMY 957;08/03/2017;13:32:11;E;;;;;;;;"
"AXS 970;08/03/2017;13:33:36;S;;;;;;;;"
"KHA 024;08/03/2017;13:34:32;E;;;;;;;;"
"WQX 123;08/03/2017;13:37:18;E;;;;;;;;"
"CFZ 028;08/03/2017;13:44:22;E;;;;;;;;"
"FPN 837;08/03/2017;13:53:20;E;;;;;;;;"
"SNA 546;08/03/2017;13:57:43;E;;;;;;;;"
"EBQ 399;08/03/2017;13:59:36;E;;;;;;;;"
"WHY 367;08/03/2017;13:59:45;E;;;;;;;;"
"MJI 648;08/03/2017;14:04:20;E;;;;;;;;"
"TPK 699;08/03/2017;14:06:26;S;;;;;;;;"
"NXX 620;08/03/2017;14:07:48;S;;;;;;;;"
"TKG 428;08/03/2017;14:08:11;E;;;;;;;;"
"PPK 910;08/03/2017;14:11:33;E;;;;;;;;"
"ANQ 040;08/03/2017;14:19:38;S;;;;;;;;"
"XEP 351;08/03/2017;14:32:15;E;;;;;;;;"
"ASY 616;08/03/2017;14:33:21;S;;;;;;;;"
"FMX 189;08/03/2017;14:42:04;E;;;;;;;;"
"GEQ 796;08/03/2017;14:44:14;E;;;;;;;;"
"QRH 325;08/03/2017;14:50:32;E;;;;;;;;"
"DTO 279;08/03/2017;14:56:37;S;;;;;;;;"
"ABE 824;08/03/2017;14:57:00;E;;;;;;;;"
"OET 911;08/03/2017;15:03:33;E;;;;;;;;"
"HWQ 273;08/03/2017;15:07:38;E;;;;;;;;"
"QMO 825;08/03/2017;15:10:39;E;;;;;;;;"
"YVM 967;08/03/2017;15:14:45;S;;;;;;;;"
"YKI 292;08/03/2017;15:16:21;E;;;;;;;;"
"JLK 895;08/03/2017;15:17:42;S;;;;;;;;"
"GQI 739;08/03/2017;15:33:10;E;;;;;;;;"
"NDY 972;08/03/2017;15:34:42;E;;;;;;;;"
"QFA 664;08/03/2017;15:35:12;S;;;;;;;;"
"GXX 113;08/03/2017;15:36:19;S;;;;;;;;"
"UMY 957;08/03/2017;15:56:07;S;;;;;;;;"
"XUC 884;08/03/2017;16:01:47;S;;;;;;;;"
"JGM 861;08/03/2017;16:07:48;E;;;;;;;;"
"KXH 499;08/03/2017;16:12:10;E;;;;;;;;"
"BLO 938;08/03/2017;16:27:57;S;;;;;;;;"
"ZXT 796;08/03/2017;16:28:49;S;;;;;;;;"
"XEM 664;08/03/2017;16:44:13;S;;;;;;;;"
"HCK 863;08/03/2017;16:50:23;E;;;;;;;;"
"CWM 077;08/03/2017;17:01:25;E;;;;;;;;"
"YME 608;08/03/2017;17:01:35;E;;;;;;;;"
"ERX 655;08/03/2017;17:04:06;E;;;;;;;;"
"HMN 570;08/03/2017;17:05:14;E;;;;;;;;"
"MJI 648;08/03/2017;17:06:29;S;;;;;;;;"
"UEN 356;08/03/2017;17:09:14;E;;;;;;;;"
"QVQ 734;08/03/2017;17:12:14;S;;;;;;;;"
"GEJ 645;08/03/2017;17:12:21;E;;;;;;;;"
"AUP 888;08/03/2017;17:14:59;S;;;;;;;;"
"ZMP 088;08/03/2017;17:28:58;S;;;;;;;;"
"QNK 254;08/03/2017;17:38:40;S;;;;;;;;"
"XKP 495;08/03/2017;17:39:07;E;;;;;;;;"
"YSI 198;08/03/2017;17:51:23;E;;;;;;;;"
"PGE 059;08/03/2017;17:53:17;E;;;;;;;;"
"RHI 242;08/03/2017;18:00:33;E;;;;;;;;"
"ZFS 420;08/03/2017;18:01:54;E;;;;;;;;"
"MWB 535;08/03/2017;18:08:36;E;;;;;;;;"
"QZS 273;08/03/2017;18:17:54;S;;;;;;;;"
"OGF 014;08/03/2017;18:20:15;S;;;;;;;;"
"LSJ 021;08/03/2017;18:20:52;S;;;;;;;;"
"LAB 100;08/03/2017;18:24:32;E;;;;;;;;"
"GAA 386;08/03/2017;18:30:20;E;;;;;;;;"
"CLX 359;08/03/2017;18:31:09;S;;;;;;;;"
"CYI 688;08/03/2017;18:34:06;S;;;;;;;;"
"XTF 239;08/03/2017;18:37:07;E;;;;;;;;"
"GFS 572;08/03/2017;18:37:43;S;;;;;;;;"
"IPM 718;08/03/2017;18:39:39;S;;;;;;;;"
"FMX 189;08/03/2017;18:41:06;S;;;;;;;;"
"BZD 015;08/03/2017;18:42:00;E;;;;;;;;"
"BYS 338;08/03/2017;18:45:03;E;;;;;;;;"
"EYD 558;08/03/2017;18:45:36;E;;;;;;;;"
"MJM 968;08/03/2017;18:52:22;E;;;;;;;;"
"SVN 151;08/03/2017;18:54:40;E;;;;;;;;"
"ZYA 391;08/03/2017;18:56:47;E;;;;;;;;"
"SVN 151;08/03/2017;18:59:41;S;;;;;;;;"
"WQX 123;08/03/2017;19:01:30;S;;;;;;;;"
"SNP 744;08/03/2017;19:04:03;S;;;;;;;;"
"WHY 367;08/03/2017;19:20:03;S;;;;;;;;"
"WRR 397;08/03/2017;19:26:16;E;;;;;;;;"
"TRT 351;08/03/2017;19:26:29;S;;;;;;;;"
"JGM 861;08/03/2017;19:28:43;S;;;;;;;;"
"BYS 338;08/03/2017;19:37:46;S;;;;;;;;"
"OTX 623;08/03/2017;19:43:24;S;;;;;;;;"
"EGO 382;08/03/2017;19:48:16;E;;;;;;;;"
"VLI 398;08/03/2017;19:48:41;E;;;;;;;;"
"FOX 859;08/03/2017;19:49:54;S;;;;;;;;"
"DIH 817;08/03/2017;19:50:14;E;;;;;;;;"
"RPO 725;08/03/2017;19:51:02;E;;;;;;;;"
"ZRU 965;08/03/2017;20:04:04;E;;;;;;;;"
"KXE 272;08/03/2017;20:11:50;E;;;;;;;;"
"PUL 406;08/03/2017;20:15:15;E;;;;;;;;"
"UIF 284;08/03/2017;20:16:37;S;;;;;;;;"
"NBH 113;08/03/2017;20:18:38;E;;;;;;;;"
"IGM 969;08/03/2017;20:23:53;S;;;;;;;;"
"XIB 736;08/03/2017;20:26:01;E;;;;;;;;"
"KQX 110;08/03/2017;20:30:58;S;;;;;;;;"
"GNI 851;08/03/2017;20:33:15;E;;;;;;;;"
"HMN 570;08/03/2017;20:35:11;S;;;;;;;;"
"WTI 255;08/03/2017;20:42:46;E;;;;;;;;"
"QSH 773;08/03/2017;20:43:11;E;;;;;;;;"
"KWW 181;08/03/2017;20:52:10;E;;;;;;;;"
"PUZ 641;08/03/2017;21:00:35;E;;;;;;;;"
"FNN 773;08/03/2017;21:03:09;S;;;;;;;;"
"DRY 452;08/03/2017;21:06:34;S;;;;;;;;"
"XLS 890;08/03/2017;21:10:52;E;;;;;;;;"
"BSV 761;08/03/2017;21:18:53;S;;;;;;;;"
"MWB 535;08/03/2017;21:19:00;S;;;;;;;;"
"IJA 800;08/03/2017;21:30:18;S;;;;;;;;"
"WUL 756;08/03/2017;21:32:43;E;;;;;;;;"
"YTW 247;08/03/2017;21:33:05;E;;;;;;;;"
"NXX 620;08/03/2017;21:40:04;S;;;;;;;;"
"QFJ 268;08/03/2017;21:40:28;E;;;;;;;;"
"CJC 119;08/03/2017;21:40:55;E;;;;;;;;"
"IGU 953;08/03/2017;21:43:48;S;;;;;;;;"
"JIE 630;08/03/2017;21:51:13;E;;;;;;;;"
"NWX 770;08/03/2017;21:52:41;E;;;;;;;;"
"WSG 589;08/03/2017;22:02:42;S;;;;;;;;"
"VLI 398;08/03/2017;22:03:05;S;;;;;;;;"
"GSG 254;08/03/2017;22:06:46;S;;;;;;;;"
"GCB 627;08/03/2017;22:14:13;E;;;;;;;;"
"YTW 247;08/03/2017;22:19:22;S;;;;;;;;"
"GWX 913;08/03/2017;22:23:36;S;;;;;;;;"
"KBE 827;08/03/2017;22:26:05;E;;;;;;;;"
"HQR 743;08/03/2017;22:26:21;E;;;;;;;;"
"KPF 247;08/03/2017;22:30:00;S;;;;;;;;"
"FQC 060;08/03/2017;22:44:42;E;;;;;;;;"
"LCY 510;08/03/2017;22:47:57;E;;;;;;;;"
"ZZM 107;08/03/2017;22:59:00;E;;;;;;;;"
"VWE 470;08/03/2017;23:01:43;S;;;;;;;;"
"NIG 359;08/03/2017;23:04:31;E;;;;;;;;"
"OCD 071;08/03/2017;23:04:37;S;;;;;;;;"
"GCB 627;08/03/2017;23:05:55;E;;;;;;;;"
"JEC 607;08/03/2017;23:18:12;E;;;;;;;;"
"IAQ 957;08/03/2017;23:18:40;E;;;;;;;;"
"QFA 664;08/03/2017;23:27:21;E;;;;;;;;"
"LDE 227;08/03/2017;23:38:51;E;;;;;;;;"
"ILH 131;08/03/2017;23:44:49;S;;;;;;;;"
"KXE 272;08/03/2017;23:47:28;S;;;;;;;;"
"QVH 155;09/03/2017;00:09:31;S;;;;;;;;"
"QMO 825;09/03/2017;00:10:13;S;;;;;;;;"
"OPV 810;09/03/2017;00:12:17;S;;;;;;;;"
"KHK 216;09/03/2017;00:18:20;S;;;;;;;;"
"QUZ 524;09/03/2017;00:47:50;E;;;;;;;;"
"PML 186;09/03/2017;00:56:47;S;;;;;;;;"
"PMH 796;09/03/2017;01:02:51;E;;;;;;;;"
"KXH 499;09/03/2017;01:08:32;S;;;;;;;;"
"VBK 680;09/03/2017;01:14:45;S;;;;;;;;"
"YTW 247;09/03/2017;01:15:59;S;;;;;;;;"
"IAU 322;09/03/2017;01:17:43;S;;;;;;;;"
"ZZM 107;09/03/2017;01:28:36;E;;;;;;;;"
"NMV 908;09/03/2017;01:36:19;S;;;;;;;;"
"RGY 029;09/03/2017;01:46:44;S;;;;;;;;"
"HUO 931;09/03/2017;01:51:25;E;;;;;;;;"
"KJQ 673;09/03/2017;01:55:28;E;;;;;;;;"
"AIK 988;09/03/2017;02:08:43;E;;;;;;;;"
"XZL 147;09/03/2017;02:14:31;E;;;;;;;;"
"HIK 390;09/03/2017;02:16:08;E;;;;;;;;"
"KJQ 673;09/03/2017;02:16:51;S;;;;;;;;"
"ERX 655;09/03/2017;02:19:07;S;;;;;;;;"
"XHR 187;09/03/2017;02:19:17;E;;;;;;;;"
"EIW 298;09/03/2017;02:20:12;S;;;;;;;;"
"IZP 943;09/03/2017;02:37:12;S;;;;;;;;"
"LDH 585;09/03/2017;02:38:00;E;;;;;;;;"
"NYG 768;09/03/2017;02:40:23;S;;;;;;;;"
"SVN 151;09/03/2017;02:41:40;S;;;;;;;;"
"ULW 966;09/03/2017;02:42:05;E;;;;;;;;"
"ZBD 155;09/03/2017;02:42:42;E;;;;;;;;"
"ZZM 107;09/03/2017;02:43:02;S;;;;;;;;"
"GSG 254;09/03/2017;02:45:44;S;;;;;;;;"
"GNI 851;09/03/2017;02:49:10;S;;;;;;;;"
"IAQ 957;09/03/2017;02:51:22;S;;;;;;;;"
"JLS 177;09/03/2017;03:03:29;E;;;;;;;;"
"CLP 618;09/03/2017;03:05:35;E;;;;;;;;"
"WBV 417;09/03/2017;03:06:15;S;;;;;;;;"
"KDC 575;09/03/2017;03:06:46;S;;;;;;;;"
"XLS 890;09/03/2017;03:09:32;S;;;;;;;;"
"XHR 187;09/03/2017;03:14:54;S;;;;;;;;"
"EBQ 399;09/03/2017;03:15:20;S;;;;;;;;"
"MXK 156;09/03/2017;03:21:49;E;;;;;;;;"
"ZRU 965;09/03/2017;03:33:01;S;;;;;;;;"
"GMG 355;09/03/2017;03:33:09;S;;;;;;;;"
"DFY 221;09/03/2017;03:40:27;E;;;;;;;;"
"WFT 629;09/03/2017;03:41:19;E;;;;;;;;"
"GAQ 872;09/03/2017;03:42:09;E;;;;;;;;"
"ZBD 155;09/03/2017;04:00:54;S;;;;;;;;"
